component,0.0,0.25,0.5,0.75
p16,0.0,0.22124349451755634,0.012586317304893504,0.015580033272179824
p17,0.0,0.16678149506080062,0.012597876245215555,0.016862584350664213
p18,0.0,0.16251534158146708,0.01283442671403011,0.013384283094822359
p19,0.0,0.03710322015116956,0.01200421772727385,0.013080906129764237
p20,0.0,0.030578282917631844,0.0111832028712252,0.012827655070109606
p21,0.0,0.02211319988252716,0.010503575757557242,0.011588352216418614
p22,0.0,0.022552360056581778,0.01021208223753517,0.011757111740452653
p23,0.0,0.029492123456674176,0.009958332794138089,0.011455400007691737
p24,0.0,0.02224008346075808,0.009747336219839968,0.011393261304689076
p25,0.0,0.05428242425674672,0.009861184524269215,0.010951185064465293
