Time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
9385.65217765926,1.428224,-1.1754749999999998,0.939575,-0.329315,-1.185786,0.7810250000000001,0.755916,-0.841323,0.6918604,0.1289624,0.04914714,-0.4595997,-0.24169670000000001,0.1891302,0.05476954,-0.45960460000000003,0.005180448,1.0562369999999999,-0.767746,0.1694546,-0.2811928,-0.01816752,0.827897,1.021979,0.01125656
9385.90317566722,1.1695039999999999,-1.425522,0.9889669999999999,-0.1173641,-1.104054,0.746823,0.833357,-0.8758050000000001,0.6063547,0.1575238,0.15584520000000002,-0.42551110000000003,-0.3435607,0.266336,-0.06782993,-0.4303012,-0.1842806,0.87738,-0.6233381,-0.1774437,-0.0580734,-0.1756566,0.6499982999999999,1.002043,0.1289813
9386.237839677833,0.86331,-1.58991,0.996261,0.1034621,-0.982499,0.6284474,0.857843,-0.862883,0.4813746,0.19330850000000002,0.2366315,-0.3621786,-0.4145687,0.3098438,-0.1849092,-0.3730202,-0.3473463,0.6250846,-0.402227,-0.4745888,0.1760381,-0.3421502,0.4421753,0.906451,0.23022019999999999
9386.488837685794,0.5484052,-1.657649,0.9558920000000001,0.3185084,-0.829661,0.43007579999999995,0.822206,-0.8028369999999999,0.3282188,0.23526650000000002,0.28566929999999996,-0.2717274,-0.4483857,0.3178399,-0.2757923,-0.29736,-0.4789001,0.3375918,-0.1138123,-0.702821,0.41083980000000003,-0.5087397,0.22706389999999999,0.749623,0.32136020000000004
9386.739835693754,0.2586101,-1.620178,0.866586,0.5097204,-0.6594931,0.1715756,0.730534,-0.6962578,0.1592871,0.2820986,0.3070739,-0.1564822,-0.4443803,0.29318239999999995,-0.3310244,-0.2167417,-0.5752992,0.049057540000000004,0.22363670000000002,-0.8509059999999999,0.6326558,-0.6634690999999999,0.02459765,0.55139,0.4084094
9387.074499704368,0.02064601,-1.475726,0.729841,0.6621419,-0.4901582,-0.12078710000000001,0.5988871,-0.5445475,-0.0143486,0.3315438,0.31187380000000003,-0.021776720000000003,-0.40626670000000004,0.241647,-0.35181439999999997,-0.14379820000000001,-0.634893,-0.2149448,0.578088,-0.909839,0.822941,-0.791798,-0.1509914,0.3319862,0.493304
9387.325497712327,-0.15891119999999997,-1.22416,0.546812,0.76881,-0.3378249,-0.42208460000000003,0.44945110000000005,-0.3519544,-0.18319280000000002,0.37994110000000003,0.3115182,0.12103280000000001,-0.3393999,0.1696177,-0.34476819999999997,-0.0852131,-0.6569493,-0.4391345,0.898828,-0.872844,0.960764,-0.879977,-0.2922269,0.10915520000000001,0.5733644000000001
9387.576495720288,-0.2860648,-0.861252,0.3211719,0.831453,-0.21174230000000002,-0.711438,0.30328479999999997,-0.12716829999999998,-0.3395035,0.4225529,0.31283,0.2556085,-0.24949680000000002,0.08225700000000001,-0.3167738,-0.03868697,-0.641053,-0.6157732,1.120616,-0.738899,1.029917,-0.918092,-0.3966914,-0.10207820000000001,0.6433637
9387.911159730902,-0.36351839999999996,-0.388507,0.06394724,0.859075,-0.1128274,-0.972027,0.17561670000000001,0.1175097,-0.4777472,0.4536609,0.3167241,0.3658823,-0.1428672,-0.0161462,-0.2726787,0.004906202,-0.5885075,-0.739606,1.1852960000000001,-0.5155892,1.025864,-0.90006,-0.4638235,-0.2886268,0.6980526
9388.162157738861,-0.3918404,0.1781304,-0.2088352,0.863541,-0.03371011,-1.190665,0.0731227,0.3678626,-0.5936308,0.4666921,0.319445,0.44131360000000003,-0.025992539999999998,-0.1199954,-0.21480269999999999,0.0546196,-0.5039468,-0.80626,1.07135,-0.2196019,0.9563820000000001,-0.8216950000000001,-0.493185,-0.43951039999999997,0.733278
9388.413155746823,-0.37745609999999996,0.8155979999999999,-0.48114640000000003,0.85197,0.03880289,-1.3571179999999998,-0.006419749,0.6073088000000001,-0.6825665,0.45581829999999995,0.3154543,0.4792774,0.0954639,-0.22098020000000002,-0.1435616,0.11264049999999999,-0.395374,-0.815136,0.806813,0.1234303,0.8349599999999999,-0.6799079,-0.485688,-0.5469828,0.744919
9388.747819757436,-0.33063380000000003,1.480829,-0.736274,0.822563,0.1177092,-1.463707,-0.0711375,0.815528,-0.7400049999999999,0.41829689999999997,0.30162859999999997,0.4846275,0.21646379999999998,-0.3085558,-0.05959366,0.17181849999999999,-0.2735054,-0.771547,0.45322340000000005,0.47732929999999996,0.6729464000000001,-0.4748702,-0.44640470000000004,-0.6074712000000001,0.726992
9388.998817765396,-0.2617573,2.063026,-0.955633,0.7685580000000001,0.2105439,-1.5052029999999998,-0.1308811,0.970116,-0.7628389999999999,0.3551555,0.2800826,0.46663610000000005,0.3315305,-0.3711722,0.033883079999999996,0.2178169,-0.1511538,-0.6855212,0.0758051,0.793359,0.477267,-0.2142854,-0.38640979999999997,-0.6221110000000001,0.6717291
9389.249815773357,-0.1831326,2.385705,-1.122359,0.6845867,0.3183551,-1.477266,-0.194229,1.05175,-0.749567,0.2700523,0.2571268,0.4342681,0.43407490000000004,-0.3978366,0.1303652,0.2345371,-0.04149313,-0.5690930000000001,-0.2765847,1.014405,0.2544885,0.08331820000000001,-0.32184110000000005,-0.5967345999999999,0.5724824
9389.584479783969,-0.10761309999999999,2.319555,-1.223677,0.5698854,0.43662989999999996,-1.374086,-0.2658201,1.049874,-0.6997683,0.1679447,0.23959740000000002,0.39293870000000003,0.515977,-0.3806208,0.2207674,0.2110738,0.04517772,-0.4343731,-0.5751206999999999,1.0911389999999999,0.0155141,0.3895878,-0.26970510000000003,-0.5405288,0.4275145
9389.83547779193,-0.04353279,1.897532,-1.2503119999999999,0.4295571,0.5569963,-1.189062,-0.34422919999999996,0.966238,-0.6138055,0.05402145,0.2311323,0.3447346,0.5678420999999999,-0.317261,0.2946573,0.1470707,0.104545,-0.2923158,-0.806519,1.003968,-0.22410360000000001,0.6720280000000001,-0.2419683,-0.4638137,0.24239039999999998
9390.08647579989,0.004969894999999999,1.284878,-1.199072,0.27373990000000004,0.671286,-0.919275,-0.4231479,0.814443,-0.492534,-0.06710011,0.2294313,0.2904664,0.5813976,-0.2122358,0.34237,0.053656470000000005,0.1396171,-0.1521849,-0.967008,0.773402,-0.4476654,0.9017890000000001,-0.2409883,-0.3767722,0.03024938
9390.421139810504,0.03475276,0.6437381999999999,-1.074353,0.1127147,0.774921,-0.5710859,-0.4956777,0.615146,-0.3374952,-0.1911742,0.22572830000000002,0.2315439,0.5532205,-0.0761313,0.3577077,-0.04990384,0.1594068,-0.02142714,-1.056426,0.4480224,-0.6405504,1.06015,-0.25885579999999997,-0.289569,-0.19021100000000002
9390.672137818465,0.04499922,0.05570558,-0.881993,-0.047543020000000005,0.864619,-0.16512300000000002,-0.5580449,0.3897537,-0.1528499,-0.3133949,0.2078286,0.1712893,0.48687729999999996,0.0762517,0.3395616,-0.1421217,0.17457930000000002,0.0946743,-1.074703,0.0812245,-0.790468,1.1405939999999999,-0.28106190000000003,-0.2123226,-0.39885580000000004
9390.923135826424,0.03863195,-0.45036180000000003,-0.6253226000000001,-0.2040598,0.933254,0.2604847,-0.6111525000000001,0.1565263,0.05255635,-0.42820189999999997,0.16517829999999997,0.11492880000000001,0.3924788,0.2289553,0.2918937,-0.2061654,0.1917727,0.1928367,-1.022308,-0.2836463,-0.88585,1.145277,-0.29260769999999997,-0.1537046,-0.5787131
9391.257799837038,0.019212200000000002,-0.855687,-0.3105886,-0.3536477,0.968422,0.6537860000000001,-0.6601294,-0.0706153,0.2655009,-0.529823,0.0927577,0.06753138,0.284557,0.367983,0.22274770000000002,-0.23500959999999999,0.21036539999999998,0.2700558,-0.9027270000000001,-0.6142115,-0.915691,1.078763,-0.28322,-0.118398,-0.718732
9391.508797844997,-0.01061984,-1.14849,0.05070016,-0.4927524,0.955409,0.96348,-0.710535,-0.282254,0.47034960000000003,-0.6122892999999999,-0.0071290799999999994,0.03161137,0.17837190000000003,0.4826528,0.1420426,-0.2315845,0.2236689,0.3220658,-0.72422,-0.8854439999999999,-0.872081,0.944643,-0.248731,-0.10469550000000001,-0.813666
